EventNumber DecayParticle1_ime DecayParticle1_bozon DecayParticle1_mass DecayParticle1_px DecayParticle1_py DecayParticle1_pz DecayParticle1_E DecayParticle1_pt DecayParticle2_ime DecayParticle2_bozon DecayParticle2_mass DecayParticle2_px DecayParticle2_py DecayParticle2_pz DecayParticle2_E DecayParticle2_pt
6087 W+ 1 80.4 -6.588 2.99 -7.106 81.037 7.23477 W- 1 80.4 -30.012 1.61 -34.694 92.5805 30.0552
6088 b 0 4.18 36.698 24.475 -11.328 45.7336 44.1109 b 0 4.18 25.502 73.425 -59.472 97.959 77.7276
6089 b 0 4.18 -72.957 4.2 3.278 73.2706 73.0778 b 0 4.18 -14.943 65.8 26.522 72.6211 67.4754
6090 b 0 4.18 -15.124 -13.226 -34.592 40.2212 20.0914 b 0 4.18 -64.476 -25.674 -39.008 79.7208 69.3996
6091 b 0 4.18 55.272 4.18 26.554 61.604 55.4298 b 0 4.18 43.428 37.62 51.546 77.3028 57.4566
6092 b 0 4.18 0.573 -18.778 -30.744 36.2713 18.7867 b 0 4.18 18.527 -27.022 -24.156 40.9197 32.7634
6093 b 0 4.18 -14.094 -3.384 3.196 15.4201 14.4946 b 0 4.18 -2.106 -34.216 76.704 84.1198 34.2808
6094 b 0 4.18 -17.976 9.204 -1.77 20.6992 20.1953 b 0 4.18 -3.424 61.596 -57.23 84.2528 61.6911
6095 b 0 4.18 64.377 -0.113 25.65 69.4248 64.3771 b 0 4.18 28.923 -11.187 59.85 67.5365 31.0111
6096 tau+ 0 1.77 -35.156 1.045 11.662 37.0968 35.1715 tau- 0 1.77 -39.644 4.455 22.638 45.9032 39.8935
6097 b 0 4.18 28.032 -9.008 15.86 33.7038 29.4438 b 0 4.18 15.768 -47.292 63.44 80.7915 49.8514
6098 b 0 4.18 26.27 40.716 3.78 48.7818 48.4552 b 0 4.18 44.73 34.684 38.22 68.4251 56.6017
6099 b 0 4.18 -9.372 -24.414 3.234 26.6797 26.1511 b 0 4.18 -68.728 -38.186 3.366 78.8068 78.6238
6100 tau+ 0 1.77 -75.852 0.192 -0 75.8729 75.8522 tau- 0 1.77 -1.548 9.408 -1.1 9.75959 9.5345
6101 b 0 4.18 -53.844 -6 3.72 54.4655 54.1773 b 0 4.18 -10.256 -69 42.78 81.9377 69.758
6102 b 0 4.18 -2.944 -8.334 13.5 16.6687 8.8387 b 0 4.18 -1.656 -84.266 36.5 91.9414 84.2823
6103 b 0 4.18 32.184 42.399 -0.83 53.4008 53.2305 b 0 4.18 57.216 24.901 -82.17 103.262 62.3998
6104 W+ 1 80.4 -13.407 -8.94 -42.483 92.3506 16.1143 W- 1 80.4 -19.293 -80.46 -44.217 123.553 82.7407
6105 b 0 4.18 -1.614 24.012 -15.872 29.1303 24.0662 b 0 4.18 -79.086 42.688 -9.728 90.4929 89.8714
6106 b 0 4.18 15.104 -25.92 -0.324 30.2912 29.9996 b 0 4.18 79.296 -28.08 -0.576 84.2268 84.121
6107 b 0 4.18 -11.088 22.988 35.751 44.1248 25.5224 b 0 4.18 -41.712 59.112 34.349 80.1963 72.3472
6108 W+ 1 80.4 2.79 -7.4 -28.74 85.7478 7.90848 W- 1 80.4 6.51 -11.1 -67.06 105.484 12.8682
6109 b 0 4.18 17.531 6.314 -11.58 22.3332 18.6334 b 0 4.18 19.769 9.086 -84.92 87.7624 21.757
6110 b 0 4.18 4.158 35.595 13.86 38.6506 35.837 b 0 4.18 11.242 43.505 35.64 57.5043 44.934
6111 b 0 4.18 -11.88 9.485 -7.68 17.5372 15.202 b 0 4.18 -24.12 17.615 -16.32 34.2911 29.8674
6112 b 0 4.18 79.846 1.01 6.735 80.2449 79.8524 b 0 4.18 16.354 49.49 38.165 64.736 52.1221
6113 tau+ 0 1.77 -37.752 1.375 10.36 39.2118 37.777 tau- 0 1.77 -59.048 26.125 8.14 65.1043 64.5692
6114 b 0 4.18 -70.787 26.419 -0 75.6719 75.5564 b 0 4.18 -28.913 64.681 -17.9 73.1948 70.8491
6115 tau+ 0 1.77 -59.432 -1.368 -4.74 59.6627 59.4477 tau- 0 1.77 -18.768 -6.232 -74.26 76.8684 19.7756
6116 W+ 1 80.4 -32.385 20.375 -4.608 89.159 38.2613 W- 1 80.4 -31.115 61.125 -14.592 106.684 68.5887
6117 W+ 1 80.4 -7.134 -51.446 9.061 96.1449 51.9383 W- 1 80.4 -17.466 -37.254 60.639 108.785 41.1451
6118 b 0 4.18 -14.945 -29.4 4.62 33.5638 32.9805 b 0 4.18 -27.755 -54.6 10.78 62.3312 61.2495
6119 W+ 1 80.4 34.425 -3.288 -7.612 87.8521 34.5817 W- 1 80.4 8.075 -37.812 -61.588 108.408 38.6646
6120 b 0 4.18 -5.695 27.5 23.298 36.7281 28.0835 b 0 4.18 -27.805 27.5 47.302 61.5168 39.1071
6121 b 0 4.18 -14.16 31.392 0.384 34.6927 34.4378 b 0 4.18 -9.44 66.708 4.416 67.6465 67.3726
6122 b 0 4.18 13.77 -21.249 36.52 44.6354 25.3206 b 0 4.18 62.73 -57.451 29.88 90.255 85.0627
6123 b 0 4.18 -47.7 -0.4 9.53 48.8236 47.7017 b 0 4.18 -47.7 -0.6 85.77 98.2325 47.7038
6124 W+ 1 80.4 69.277 -8.532 1.161 106.478 69.8004 W- 1 80.4 25.623 -38.868 11.739 93.6441 46.5538
6125 b 0 4.18 2.535 6.312 -26.703 27.871 6.80203 b 0 4.18 1.365 72.588 -72.197 102.473 72.6008
6126 b 0 4.18 52.866 4.719 33.635 62.9751 53.0762 b 0 4.18 45.034 38.181 62.465 86.0535 59.0411
6127 b 0 4.18 -2.66 28.2 1.268 28.66 28.3252 b 0 4.18 -4.34 18.8 62.132 65.193 19.2944
6128 tau+ 0 1.77 -9.396 32.101 6.681 34.1545 33.4479 tau- 0 1.77 -16.704 36.199 32.619 51.5415 39.8672
6129 tau+ 0 1.77 87.89 0.184 0.1 87.9081 87.8902 tau- 0 1.77 5.61 18.216 1.9 19.2364 19.0603
6130 b 0 4.18 43.575 1.656 4.648 44.0522 43.6065 b 0 4.18 8.925 16.744 53.452 56.8736 18.9741
6131 b 0 4.18 47.988 -0.387 -3.726 48.3151 47.9896 b 0 4.18 3.612 -38.313 -58.374 70.0423 38.4829
6132 b 0 4.18 13.244 18.975 8.163 24.891 23.1399 b 0 4.18 46.956 8.525 82.537 95.4325 47.7236
6133 b 0 4.18 56.487 -0.56 6.583 57.0255 56.4898 b 0 4.18 42.613 -3.44 16.117 45.8795 42.7516
6134 W+ 1 80.4 -6.921 -27.056 -9.735 85.6671 27.9272 W- 1 80.4 -69.979 -8.544 -55.165 120.322 70.4987
6135 b 0 4.18 30.096 2.344 13.62 33.3802 30.1871 b 0 4.18 9.504 56.256 54.48 78.9975 57.0532
6136 b 0 4.18 24.102 23.667 -2.12 34.1028 33.7792 b 0 4.18 68.598 10.633 -40.28 80.366 69.4172
6137 b 0 4.18 -17.476 0.958 -24.15 30.1168 17.5022 b 0 4.18 -8.224 46.942 -56.35 73.9187 47.657
6138 W+ 1 80.4 -43.13 0.232 0.729 91.2411 43.1306 W- 1 80.4 -2.27 5.568 72.171 108.208 6.01295
6139 b 0 4.18 -1.83 1.075 2.214 5.18447 2.12239 b 0 4.18 -4.27 1.425 5.986 8.57719 4.5015
6140 W+ 1 80.4 -6.027 -63.375 2.24 102.576 63.6609 W- 1 80.4 -80.073 -34.125 5.76 118.632 87.0414
6141 b 0 4.18 -23.085 22.824 -7.543 33.589 32.4631 b 0 4.18 -28.215 40.576 -32.157 59.1104 49.4216
6142 b 0 4.18 -28.17 2.709 2.877 28.7513 28.3 b 0 4.18 -3.13 35.991 93.023 99.8794 36.1268
6143 b 0 4.18 39.772 -1.755 -6.768 40.5977 39.8107 b 0 4.18 25.428 -4.745 -49.632 56.124 25.8669
6144 b 0 4.18 -38.963 -2.592 -1.96 39.3211 39.0491 b 0 4.18 -43.937 -62.208 -2.04 76.3016 76.1597
6145 W+ 1 80.4 -2.52 -8.639 35.742 88.4456 8.99904 W- 1 80.4 -22.68 -7.661 60.858 103.638 23.9389
6146 tau+ 0 1.77 1.408 33.92 28.952 44.6531 33.9492 tau- 0 1.77 7.392 50.88 36.848 63.2797 51.4142
6147 b 0 4.18 -41.499 -2.788 -8.622 42.682 41.5925 b 0 4.18 -6.201 -66.912 -87.178 110.151 67.1987
6148 W+ 1 80.4 12.192 4.75 36.669 89.3307 13.0846 W- 1 80.4 38.608 14.25 35.231 96.9486 41.1539
6149 b 0 4.18 46.534 4.917 30.096 55.7928 46.7931 b 0 4.18 41.266 39.783 53.504 78.5221 57.3199
6150 b 0 4.18 -19.006 -3.392 0.2 19.7546 19.3063 b 0 4.18 -3.094 -81.408 1.8 81.5938 81.4668
6151 b 0 4.18 -40.158 -0.875 -12.54 42.2866 40.1675 b 0 4.18 -18.042 -86.625 -29.26 93.29 88.4839
6152 W+ 1 80.4 -19.906 -1.545 -10.5 83.5048 19.9659 W- 1 80.4 -6.994 -29.355 -39.5 94.5254 30.1767
6153 b 0 4.18 27.3 1.485 5.7 28.2393 27.3404 b 0 4.18 63.7 1.815 17.1 66.1125 63.7259
6154 W+ 1 80.4 11.187 0.559 0 81.1765 11.201 W- 1 80.4 0.113 55.341 95.1 136.275 55.3411
6155 b 0 4.18 36.784 9.522 5.16 38.5724 37.9965 b 0 4.18 11.616 43.378 80.84 92.5698 44.9064
6156 W+ 1 80.4 43.586 0.765 -2.97 91.5058 43.5927 W- 1 80.4 15.314 3.735 -30.03 87.2607 15.7629
6157 b 0 4.18 -53.004 -6.645 0.881 53.5894 53.4189 b 0 4.18 -10.096 -37.655 87.219 95.6266 38.985
6158 b 0 4.18 -6.9 13.639 -0.418 15.8518 15.285 b 0 4.18 -2.3 45.661 -20.482 50.2713 45.7189
6159 b 0 4.18 -0.336 0.24 -50.388 50.5628 0.412912 b 0 4.18 -0.464 3.76 -46.512 46.8529 3.78852
6160 b 0 4.18 -11.866 18.975 -29.627 37.3642 22.3797 b 0 4.18 -23.034 63.525 -39.273 78.2677 67.5721
6161 b 0 4.18 38.76 -1.508 0.983 39.0263 38.7893 b 0 4.18 2.04 -36.192 97.317 103.933 36.2495
6162 b 0 4.18 53.32 3.605 -4.445 53.7889 53.4417 b 0 4.18 8.68 47.895 -59.055 76.6436 48.6752
6163 tau+ 0 1.77 8.806 34.185 -8.515 36.3565 35.301 tau- 0 1.77 17.094 30.315 -56.985 66.7954 34.8024
6164 b 0 4.18 -10.516 6.048 -1.2 12.8871 12.1311 b 0 4.18 -37.284 6.552 -2.8 38.1882 37.8553
6165 b 0 4.18 60.456 0.424 9.141 61.2873 60.4575 b 0 4.18 8.244 41.976 73.959 85.5415 42.7779
6166 b 0 4.18 8.64 -44.791 19.297 49.7064 45.6167 b 0 4.18 20.16 -50.509 64.603 84.5494 54.3837
6167 W+ 1 80.4 1.293 -34.162 -17.465 89.0949 34.1865 W- 1 80.4 41.807 -20.938 -32.435 98.5008 46.7571
6168 W+ 1 80.4 -1.584 63.91 -1.638 102.732 63.9296 W- 1 80.4 -8.316 27.39 -10.062 85.9347 28.6246
6169 b 0 4.18 22.836 -0.815 -25.755 34.6834 22.8505 b 0 4.18 29.064 -15.485 -24.745 41.404 32.9318
6170 b 0 4.18 -17.028 7.038 -17.806 25.9617 18.4252 b 0 4.18 -34.572 71.162 -12.894 80.2682 79.1154
6171 b 0 4.18 23.408 7.56 14.44 28.8284 24.5985 b 0 4.18 29.792 34.44 23.56 51.4415 45.5376
6172 b 0 4.18 -18.004 -3.132 0.594 18.7558 18.2744 b 0 4.18 -46.296 -14.268 0.506 48.6274 48.4448
6173 b 0 4.18 -42.427 -10.023 9.31 44.7734 43.5948 b 0 4.18 -12.673 -67.077 83.79 108.158 68.2637
6174 b 0 4.18 1.458 -0.205 2.688 5.1832 1.47234 b 0 4.18 3.942 -0.295 5.712 8.10714 3.95302
6175 W+ 1 80.4 13.351 -4.732 -0.273 81.6387 14.1648 W- 1 80.4 3.549 -29.068 -3.627 85.6438 29.2839
6176 W+ 1 80.4 18.598 -18.13 -3.915 84.5817 25.9727 W- 1 80.4 36.102 -30.87 -9.585 93.8741 47.5006
6177 W+ 1 80.4 2.52 -2.863 7.74 80.8617 3.81408 W- 1 80.4 81.48 -38.037 0.86 120.626 89.9211
6178 b 0 4.18 -4.847 -23.219 -11.424 26.657 23.7195 b 0 4.18 -8.253 -51.681 -24.276 57.8432 52.3358
6179 b 0 4.18 4.232 -0.05 2.454 6.43481 4.2323 b 0 4.18 0.368 -0.95 79.346 79.4626 1.01879
6180 b 0 4.18 -27.636 -21.719 -11.97 37.366 35.1492 b 0 4.18 -71.064 -36.981 -22.23 83.2426 80.1105
6181 W+ 1 80.4 -3.486 -38.394 -1.95 89.1864 38.5519 W- 1 80.4 -54.614 -9.006 -13.05 98.4797 55.3516
6182 b 0 4.18 1.088 81.836 10.8 82.6585 81.8432 b 0 4.18 53.312 17.964 56.7 79.9827 56.2572
6183 b 0 4.18 29.775 -11.56 -2.84 32.3376 31.9403 b 0 4.18 9.925 -46.24 -53.96 71.8735 47.2932
6184 tau+ 0 1.77 12.04 -12.128 8.532 19.1828 17.0895 tau- 0 1.77 9.46 -25.772 62.568 68.3489 27.4534
6185 tau+ 0 1.77 2.784 1.876 0 3.79512 3.35709 tau- 0 1.77 0.116 45.024 1.6 45.0873 45.0242
6186 b 0 4.18 -3.888 31.752 -19.12 37.5014 31.9892 b 0 4.18 -93.312 24.948 -28.68 100.844 96.5895
6187 b 0 4.18 80.808 -2.016 -2.584 80.9824 80.8331 b 0 4.18 15.392 -23.184 -29.716 40.9258 27.8283
6188 b 0 4.18 -20.75 13.92 -15.962 29.9431 24.9866 b 0 4.18 -62.25 34.08 -18.738 73.5193 70.9684
6189 tau+ 0 1.77 23.652 10.536 0.603 25.96 25.8926 tau- 0 1.77 8.748 33.364 19.497 39.6604 34.4918
6190 b 0 4.18 92.07 5.971 -0 92.3581 92.2634 b 0 4.18 6.93 79.329 -17.1 81.5536 79.6311
6191 W+ 1 80.4 18.408 -20.384 3.84 85.0486 27.4657 W- 1 80.4 16.992 -52.416 15.36 98.6725 55.1014
6192 b 0 4.18 -0.744 6.975 38.115 38.9799 7.01457 b 0 4.18 -8.556 39.525 11.385 42.2199 40.4405
6193 W+ 1 80.4 -15.84 25.402 16.81 87.4237 29.9361 W- 1 80.4 -32.16 72.298 24.19 115.371 79.1282
6194 b 0 4.18 70.029 -0.744 2.55 70.2039 70.033 b 0 4.18 5.271 -73.656 39.95 84.0623 73.8444
6195 b 0 4.18 -31.302 3.804 -0 31.8081 31.5323 b 0 4.18 -1.998 59.596 -89.8 107.876 59.6295
6196 Z 1 91.2 13.244 -8.127 -17.145 94.0895 15.5387 Z 1 91.2 34.056 -21.973 -20.955 101.976 40.5293
6197 b 0 4.18 18.36 -6.512 39.984 44.6731 19.4807 b 0 4.18 58.14 -74.888 18.816 96.747 94.8075
6198 b 0 4.18 38.01 -6.426 8.688 39.7367 38.5494 b 0 4.18 16.29 -29.274 63.712 72.1042 33.5012
6199 b 0 4.18 9.928 -36.3 4.24 38.1012 37.6332 b 0 4.18 19.272 -36.3 22.26 46.9263 41.0987
6200 b 0 4.18 -1.617 -8.8 -13.224 16.5046 8.94733 b 0 4.18 -1.683 -31.2 -32.376 45.1879 31.2454
6201 b 0 4.18 70.656 3.688 -1.648 70.8947 70.7522 b 0 4.18 6.144 88.512 -39.552 97.2315 88.725
6202 b 0 4.18 -34.3 1.68 -0 34.5946 34.3411 b 0 4.18 -14.7 3.92 -94.7 96.0053 15.2137
6203 W+ 1 80.4 -56.21 -11.336 2.096 98.7756 57.3417 W- 1 80.4 -24.09 -32.264 50.304 103.034 40.2653
6204 b 0 4.18 9.056 3.542 -31.28 33.0222 9.72404 b 0 4.18 19.244 12.558 -36.72 43.5186 22.979
6205 b 0 4.18 58.32 12.1 1.23 59.7212 59.562 b 0 4.18 22.68 42.9 19.27 52.3794 48.5262
6206 b 0 4.18 -32.805 1.564 1.854 33.1591 32.8423 b 0 4.18 -7.695 7.636 90.846 91.586 10.8407
6207 b 0 4.18 18.492 -8.554 -15.293 25.8161 20.3746 b 0 4.18 21.708 -57.246 -22.007 65.193 61.2237
6208 W+ 1 80.4 -45.816 2.052 21.5 95.0249 45.8619 W- 1 80.4 -20.584 32.148 64.5 109.916 38.1732
6209 b 0 4.18 -39.326 4.267 17.85 43.5986 39.5568 b 0 4.18 -34.874 20.833 41.65 58.3301 40.6228
6210 b 0 4.18 12.627 1.924 21.112 25.0266 12.7727 b 0 4.18 5.673 94.276 51.688 107.746 94.4465
6211 tau+ 0 1.77 -12.954 4.471 -27.392 30.6798 13.7039 tau- 0 1.77 -12.446 21.829 -58.208 63.4249 25.1278
6212 W+ 1 80.4 -4.848 -6.912 -10.912 81.5752 8.44268 W- 1 80.4 -35.552 -2.688 -57.288 104.963 35.6535
6213 b 0 4.18 -31.68 2 4.582 32.3433 31.7431 b 0 4.18 -16.32 38 11.218 43.0541 41.3563
6214 b 0 4.18 9.185 -27.195 -2.7 29.1324 28.7042 b 0 4.18 7.515 -50.505 -24.3 56.7027 51.061
6215 b 0 4.18 -1.829 -21.459 0 21.9387 21.5368 b 0 4.18 -4.071 -9.641 19.6 22.6087 10.4653
6216 b 0 4.18 38.934 -9.44 21.606 45.7084 40.0621 b 0 4.18 33.166 -37.76 61.494 79.5285 50.2574
6217 b 0 4.18 22.707 -28.386 14.16 39.2346 36.3507 b 0 4.18 61.393 -21.414 74.34 98.8512 65.0205
6218 b 0 4.18 -21.536 -2.412 -18.6 28.8626 21.6707 b 0 4.18 -45.764 -37.788 -11.4 60.5781 59.3488
6219 tau+ 0 1.77 -0.504 -3.6 -6.882 7.98178 3.63511 tau- 0 1.77 -3.096 -11.4 -4.218 12.6677 11.8129
6220 b 0 4.18 21.28 -4.906 1.092 22.2614 21.8382 b 0 4.18 6.72 -39.694 7.308 41.1297 40.2588
6221 b 0 4.18 0.66 13.662 15.366 20.9922 13.6779 b 0 4.18 3.74 16.038 24.034 29.4332 16.4683
6222 W+ 1 80.4 17.976 17.444 24.06 87.5812 25.0485 W- 1 80.4 67.624 18.156 56.14 120.493 70.0189
6223 W+ 1 80.4 33.798 -3.171 -6.118 87.4869 33.9464 W- 1 80.4 5.502 -42.129 -81.282 121.967 42.4868
6224 Z 1 91.2 -24.1 0 -0 94.3305 24.1 Z 1 91.2 0 70.1 -34 119.948 70.1
6225 b 0 4.18 -30.375 -5.445 3.79 31.3708 30.8592 b 0 4.18 -7.125 -55.055 34.11 65.29 55.5141
6226 b 0 4.18 4.494 -17.658 18.693 26.4367 18.2209 b 0 4.18 6.206 -47.742 41.607 63.7686 48.1437
6227 b 0 4.18 88.128 1.572 -0 88.2411 88.142 b 0 4.18 3.672 37.728 -31.4 49.3996 37.9063
6228 b 0 4.18 45.684 2.175 -8.092 46.6338 45.7357 b 0 4.18 38.916 5.325 -39.508 55.8674 39.2786
6229 b 0 4.18 37.191 10.01 6.57 39.2939 38.5145 b 0 4.18 11.109 61.49 66.43 91.2954 62.4854
6230 b 0 4.18 54.61 2.471 -3.654 54.9471 54.6659 b 0 4.18 8.89 32.829 -48.546 59.4219 34.0114
6231 b 0 4.18 45.325 10.912 -13.76 48.7877 46.62 b 0 4.18 47.175 88.288 -20.64 102.292 100.101
6232 tau+ 0 1.77 -29.532 -2.004 -41.184 50.7485 29.5999 tau- 0 1.77 -34.668 -31.396 -44.616 64.663 46.7716
6233 tau+ 0 1.77 -34.65 -2.355 4.988 35.1309 34.7299 tau- 0 1.77 -47.85 -13.345 6.612 50.1454 49.6761
6234 b 0 4.18 -59.658 4.24 -17.835 62.5509 59.8085 b 0 4.18 -38.142 38.16 -43.665 69.5349 53.9537
6235 Z 1 91.2 -11.396 -4.399 -0.543 92.0161 12.2156 Z 1 91.2 -70.004 -0.901 -17.557 116.306 70.0098
6236 b 0 4.18 6.194 -9.144 -65.688 66.741 11.0444 b 0 4.18 26.406 -67.056 -29.512 77.9886 72.0679
6237 b 0 4.18 6.132 -12.576 2.442 14.8052 13.9913 b 0 4.18 2.268 -39.824 78.958 88.5603 39.8885
6238 b 0 4.18 13.936 -27.045 1.965 30.773 30.4244 b 0 4.18 12.864 -33.055 63.535 72.8854 35.4699
6239 W+ 1 80.4 59.202 9.46 0.746 100.295 59.9531 W- 1 80.4 16.698 37.84 36.554 97.5246 41.3605
6240 b 0 4.18 49.41 14.497 0 51.6622 51.4928 b 0 4.18 11.59 61.803 28.1 69.0002 62.8804
6241 b 0 4.18 -21.63 -6.504 -37.49 43.9674 22.5867 b 0 4.18 -29.87 -47.696 -44.01 71.5645 56.2772
6242 b 0 4.18 19.082 11.414 3.828 22.9462 22.2352 b 0 4.18 13.818 76.386 9.372 78.3011 77.6258
6243 b 0 4.18 -10.395 4.081 12.928 17.5874 11.1674 b 0 4.18 -58.905 3.619 27.472 65.231 59.0161
6244 b 0 4.18 39.618 5.157 -6.4 40.6769 39.9522 b 0 4.18 16.182 52.143 -25.6 60.4449 54.5962
6245 W+ 1 80.4 8.638 -47.432 -10.212 94.3019 48.2121 W- 1 80.4 53.062 -49.368 -17.388 109.632 72.476
6246 b 0 4.18 16.464 1.49 -7.535 18.6422 16.5313 b 0 4.18 3.136 28.31 -60.965 67.4203 28.4832
6247 b 0 4.18 -36.66 31.104 -0.056 48.2586 48.0772 b 0 4.18 -24.44 55.296 -1.344 60.6155 60.4563
6248 b 0 4.18 -9.963 9.99 3.492 15.1238 14.1089 b 0 4.18 -2.337 56.61 83.808 101.249 56.6582
6249 b 0 4.18 19.32 33.957 13.51 41.5492 39.0684 b 0 4.18 64.68 19.943 82.99 107.173 67.6848
6250 b 0 4.18 20.202 -10.659 -4.067 23.5743 22.8415 b 0 4.18 27.898 -10.241 -54.033 61.8079 29.7183
6251 b 0 4.18 -14.064 7.14 -5.428 17.1963 15.7726 b 0 4.18 -44.536 16.66 -6.372 48.1569 47.5501
6252 W+ 1 80.4 -27.54 16.376 27.219 90.7285 32.041 W- 1 80.4 -53.46 54.824 36.081 116.746 76.5744
6253 W+ 1 80.4 -65.572 -0.537 0.022 103.75 65.5742 W- 1 80.4 -2.028 -53.163 1.078 96.4144 53.2017
6254 b 0 4.18 -47.368 6.936 -1.652 48.0836 47.8731 b 0 4.18 -29.032 21.964 -10.148 38.0227 36.4043
6255 b 0 4.18 -3.24 40.795 -0.76 41.1434 40.9235 b 0 4.18 -2.76 58.705 -14.44 60.662 58.7698
6256 W+ 1 80.4 -0.114 13.398 -29.12 86.5543 13.3985 W- 1 80.4 -5.586 18.502 -22.88 85.7973 19.3269
6257 b 0 4.18 18.92 -5.726 57.288 60.7465 19.7675 b 0 4.18 75.68 -35.174 29.512 88.6177 83.4546
6258 b 0 4.18 -3.116 -26.736 10.076 29.0434 26.917 b 0 4.18 -4.484 -28.964 81.524 86.7332 29.309
6259 b 0 4.18 23.074 2.061 -2.768 23.7021 23.1659 b 0 4.18 4.726 20.839 -31.832 38.5661 21.3682
6260 b 0 4.18 -15.05 -8.587 5.508 18.6561 17.3274 b 0 4.18 -27.95 -19.113 10.692 35.7533 33.8601
6261 b 0 4.18 0.096 38.69 15.093 41.7396 38.6901 b 0 4.18 1.104 34.31 23.607 41.8707 34.3278
6262 b 0 4.18 -86 5.978 -4.347 86.4182 86.2075 b 0 4.18 -14 79.422 -57.753 99.2811 80.6465
6263 b 0 4.18 65.281 -0.873 -0 65.4205 65.2868 b 0 4.18 2.019 -28.227 -5.8 29.1882 28.2991
6264 b 0 4.18 12.587 -20.515 0.652 24.4376 24.0686 b 0 4.18 18.113 -16.785 15.648 29.5322 24.6945
6265 W+ 1 80.4 4.224 -36.582 -17.556 90.158 36.8251 W- 1 80.4 8.576 -57.218 -45.144 108.856 57.8571
6266 b 0 4.18 -26.964 4.334 -3.996 27.9156 27.3101 b 0 4.18 -37.236 15.366 -7.104 41.1166 40.2819
6267 b 0 4.18 33.046 0.451 0.081 33.3125 33.0491 b 0 4.18 20.254 3.649 0.219 21.0014 20.5801
6268 b 0 4.18 -18.486 -1.105 4.25 19.4548 18.519 b 0 4.18 -5.214 -5.395 80.75 81.2055 7.50279
6269 W+ 1 80.4 62.622 -1.632 0 101.923 62.6433 W- 1 80.4 1.278 -79.968 47.3 122.874 79.9782
6270 b 0 4.18 -3.315 50 0.081 50.2839 50.1098 b 0 4.18 -16.185 12.5 2.619 21.0365 20.45
6271 b 0 4.18 -22.703 -3.73 -10.047 25.451 23.0074 b 0 4.18 -8.397 -33.57 -49.053 60.1758 34.6043
6272 tau+ 0 1.77 -6.256 -23.002 -7.176 24.9571 23.8376 tau- 0 1.77 -20.944 -51.198 -8.424 55.982 55.3162
6273 tau+ 0 1.77 20.293 0.285 5.952 21.2237 20.295 tau- 0 1.77 2.007 28.215 68.448 74.0836 28.2863
6274 W+ 1 80.4 -65.52 -0.126 0.471 103.717 65.5201 W- 1 80.4 -7.28 -1.674 15.229 82.1698 7.46998
6275 b 0 4.18 1.575 0.294 46.768 46.9818 1.60221 b 0 4.18 4.725 29.106 16.432 34.0142 29.487
6276 b 0 4.18 -44.73 45.845 -0.946 64.1943 64.051 b 0 4.18 -54.67 40.655 -46.354 82.5094 68.1296
6277 b 0 4.18 -43.792 -30.636 3.57 53.7264 53.4444 b 0 4.18 -34.408 -52.164 47.43 78.5625 62.4899
6278 b 0 4.18 4.355 0.479 62.98 63.2704 4.38126 b 0 4.18 82.745 47.421 4.02 95.5464 95.3703
6279 W+ 1 80.4 -11.097 7.568 29.82 86.7975 13.432 W- 1 80.4 -30.003 10.032 69.58 110.934 31.6358
6280 W+ 1 80.4 -75.18 -3.11 -3.114 110.162 75.2443 W- 1 80.4 -14.32 -27.99 -48.786 99.1602 31.4405
6281 b 0 4.18 57.42 3.92 17.782 60.3829 57.5536 b 0 4.18 41.58 45.08 34.518 70.4987 61.3278
6282 b 0 4.18 -49.538 -1.038 0 49.7249 49.5489 b 0 4.18 -3.162 -16.262 49.2 52.0823 16.5666
6283 tau+ 0 1.77 -21.488 -19.26 27.9 40.1774 28.8562 tau- 0 1.77 -41.712 -34.24 65.1 84.5778 53.9654
6284 b 0 4.18 1.3 6.732 -35.672 36.5647 6.85637 b 0 4.18 3.7 30.668 -28.028 41.9197 30.8904
6285 b 0 4.18 -16.128 18.62 1.77 25.0484 24.6337 b 0 4.18 -60.672 74.48 1.23 96.1631 96.0644
6286 W+ 1 80.4 -53.465 -1.914 -3.504 96.6365 53.4992 W- 1 80.4 -9.435 -61.886 -25.696 105.087 62.6011
6287 tau+ 0 1.77 23.772 -2.829 -47.025 52.7977 23.9397 tau- 0 1.77 32.828 -91.471 -38.475 104.537 97.1834
6288 b 0 4.18 8.164 -8.843 6.105 14.1277 12.0353 b 0 4.18 7.536 -15.057 49.395 52.3531 16.8376
6289 b 0 4.18 -71.775 -0.799 -0 71.9011 71.7794 b 0 4.18 -0.724998 -79.101 -93.3 122.392 79.1043
6290 b 0 4.18 16.6 -40.033 -0.825 43.5471 43.3382 b 0 4.18 16.6 -41.667 -81.675 93.2737 44.852
6291 W+ 1 80.4 11.6 45.684 -2.97 93.2447 47.1337 W- 1 80.4 46.4 51.516 -6.03 106.336 69.3315
6292 b 0 4.18 26.664 14.13 -3.648 30.6823 30.1766 b 0 4.18 33.936 64.37 -5.952 73.1303 72.7678
6293 b 0 4.18 -14.787 -2.592 -2.826 15.8377 15.0125 b 0 4.18 -1.113 -62.208 -91.374 110.624 62.218
6294 b 0 4.18 27.783 -18.011 4.572 33.6848 33.1103 b 0 4.18 16.317 -40.089 71.628 83.7939 43.2825
6295 b 0 4.18 3.609 3.008 -44.368 44.8114 4.69819 b 0 4.18 36.491 6.392 -30.832 48.3791 37.0466
